Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,17,1,Informatics Engineering,daytime,1,122.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,114.7,0,0,0,1,male,no,20,0,0,5,6,5,15.8,0,0,5,8,5,13.714285714285714,0,11.1,0.6,2.02,Enrolled
single,39,1,Agronomy,daytime,1,111.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Armed Forces Professions,95.8,1,0,0,0,male,no,43,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,17,4,Informatics Engineering,daytime,1,139.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,Administrative Staff,133.1,1,0,0,1,male,no,18,0,0,5,8,4,12.5,0,0,5,7,3,14.666666666666666,1,7.6,2.6,0.32,Enrolled
single,43,1,Agronomy,daytime,1,150.0,1,2,Master's Degree,4,Legislative/Executive Directors and Managers,150.0,0,0,0,1,male,no,35,0,16,18,22,18,11.666666666666666,0,12,13,13,12,11.5,1,15.5,2.8,-4.06,Graduate
single,17,2,Management (evening attendance),evening,1,116.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,Administrative Staff,118.5,0,0,0,1,male,no,23,0,0,5,6,4,13.0,0,0,5,5,5,13.0,0,7.6,2.6,0.32,Graduate
single,17,1,Nursing,daytime,1,130.0,1,3,Higher Education - Degree,2,Intellectual and Scientific Specialists,131.1,0,0,0,1,male,no,19,0,0,7,8,7,12.12142857142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,Graduate
single,53,1,Veterinary Nursing,daytime,42,150.0,1,1,Basic Education 3rd Cycle (9th–11th Year),3,Machine Operators and Assemblers,150.3,1,0,0,1,male,yes,21,0,7,11,15,9,14.22222222222222,0,4,9,15,7,13.75,0,8.9,1.4,3.51,Graduate
single,43,1,Advertising and Marketing Management,daytime,1,132.0,1,3,Basic Education 3rd Cycle (9th–11th Year),4,Machine Operators and Assemblers,120.5,0,0,0,1,male,no,19,0,0,6,17,4,12.5,0,0,6,8,4,13.25,0,13.9,-0.3,0.79,Enrolled
single,18,1,Informatics Engineering,daytime,1,108.0,1,1,Secondary Education - 12th Year or Eq.,4,Intermediate Level Technicians,105.6,1,0,0,1,male,no,20,0,0,5,7,5,12.166666666666666,0,0,5,7,5,15.285714285714286,0,12.4,0.5,1.79,Graduate
single,39,1,Advertising and Marketing Management,daytime,1,133.1,1,19,Basic Education 3rd Cycle (9th–11th Year),3,Intermediate Level Technicians,125.3,0,1,0,1,male,yes,30,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
divorced,39,1,Tourism,daytime,1,120.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,131.0,1,0,0,1,male,no,44,0,0,6,6,6,12.666666666666666,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Graduate
single,18,1,Nursing,daytime,1,146.0,1,19,Higher Education - Degree,4,Unskilled Workers,127.0,0,0,0,1,male,no,19,0,0,8,8,7,13.614285714285714,0,0,8,8,7,13.614285714285714,0,12.7,3.7,-1.7,Graduate
single,44,1,Equinculture,daytime,39,150.0,1,2,Secondary Education - 12th Year or Eq.,3,Farmers and Agricultural Workers,150.0,1,0,0,1,male,no,22,0,11,18,32,12,12.857142857142858,1,8,12,15,10,14.3,0,16.2,0.3,-0.92,Graduate
single,1,1,Equinculture,daytime,1,160.0,1,3,Higher Education - Degree,1,Intellectual and Scientific Specialists,149.2,0,0,0,1,male,no,18,0,0,5,7,4,14.0,0,0,5,5,5,14.2,0,7.6,2.6,0.32,Graduate
single,17,1,Advertising and Marketing Management,daytime,1,125.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,121.5,1,0,0,1,male,yes,21,0,0,6,8,4,14.75,0,0,6,6,5,11.8,0,12.7,3.7,-1.7,Graduate
single,1,2,Veterinary Nursing,daytime,1,125.0,1,37,Basic Education 3rd Cycle (9th–11th Year),90,Other Situation,137.3,0,0,0,1,male,no,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,Dropout
single,17,4,Advertising and Marketing Management,daytime,1,122.0,1,3,Secondary Education - 12th Year or Eq.,2,Intermediate Level Technicians,119.6,1,0,0,1,male,no,18,0,0,6,8,6,13.625,0,0,6,7,6,14.285714285714286,0,11.1,0.6,2.02,Graduate
single,1,1,Animation and Multimedia Design,daytime,1,138.0,1,1,Secondary Education - 12th Year or Eq.,4,Intermediate Level Technicians,141.5,0,0,0,1,male,no,19,0,0,0,0,0,13.100296840948086,0,0,0,0,0,13.143524991110894,0,7.6,2.6,0.32,Graduate
single,44,1,Agronomy,daytime,39,150.0,1,1,Basic Education 2nd Cycle (6th–8th Year),6,Farmers and Agricultural Workers,150.0,1,0,0,1,male,no,21,0,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,Dropout
single,39,1,Agronomy,daytime,1,140.0,1,3,Higher Education - Degree,2,Intellectual and Scientific Specialists,110.0,0,0,0,1,male,no,31,0,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,Graduate
single,17,5,Tourism,daytime,1,113.0,1,1,Secondary Education - 12th Year or Eq.,2,Intermediate Level Technicians,110.2,1,0,0,1,male,no,21,0,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,Dropout
single,39,1,Informatics Engineering,daytime,1,139.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Skilled Industry and Construction Workers,110.3,0,0,1,1,male,no,24,0,0,5,12,1,10.0,0,0,5,11,1,11.0,0,8.9,1.4,3.51,Enrolled
single,42,1,Journalism and Communication,daytime,1,133.1,1,19,Frequency of Higher Education,4,Intermediate Level Technicians,120.0,0,0,0,1,male,no,27,0,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,1,5,Management,daytime,1,118.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,114.2,1,0,0,1,male,no,20,0,0,5,9,3,10.333333333333334,0,0,5,6,5,12.8,0,12.4,0.5,1.79,Graduate
single,44,1,Informatics Engineering,daytime,39,140.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,"Services, Security, Sellers",140.0,1,0,0,1,male,no,22,0,0,5,9,0,0.0,0,0,5,6,2,11.666666666666666,0,10.8,1.4,1.74,Enrolled
single,1,1,Agronomy,daytime,1,144.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,132.8,0,0,0,1,male,yes,19,0,0,6,9,4,12.0,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled
single,18,1,Journalism and Communication,daytime,1,125.0,1,1,Secondary Education - 12th Year or Eq.,4,Skilled Industry and Construction Workers,121.5,1,0,0,1,male,no,19,0,0,6,6,6,13.833333333333334,0,0,6,6,6,14.5,0,8.9,1.4,3.51,Graduate
single,1,1,Animation and Multimedia Design,daytime,1,131.0,1,1,Secondary Education - 12th Year or Eq.,7,Administrative Staff,127.2,1,0,1,1,male,no,23,0,13,17,19,13,12.153846153846152,0,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,Enrolled
single,17,1,Equinculture,daytime,1,131.0,1,12,Other - 11th Year,2,Machine Operators and Assemblers,128.2,1,0,0,1,male,no,18,0,0,6,7,6,14.0,0,0,6,8,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
single,1,1,Journalism and Communication,daytime,1,140.0,1,3,Bachelor's Degree,4,Farmers and Agricultural Workers,133.4,1,0,0,0,male,no,29,0,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled
single,39,1,Equinculture,daytime,1,133.1,1,1,Basic Education 3rd Cycle (9th–11th Year),4,"Services, Security, Sellers",120.0,1,0,0,1,male,no,29,0,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout
single,44,1,Agronomy,daytime,1,140.0,1,1,Secondary Education - 12th Year or Eq.,4,"Services, Security, Sellers",140.0,0,0,0,1,male,no,20,0,0,6,11,6,11.285714285714286,0,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,Enrolled
single,1,5,Animation and Multimedia Design,daytime,1,139.0,1,19,Higher Education - Degree,9,Intellectual and Scientific Specialists,136.9,1,0,0,1,male,yes,19,0,0,0,0,0,13.100296840948086,0,0,0,0,0,13.143524991110894,0,9.4,-0.8,-3.12,Graduate
single,17,3,Animation and Multimedia Design,daytime,1,125.0,1,3,Technological Specialization Course,2,"Services, Security, Sellers",117.0,1,1,0,1,male,no,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
single,1,2,Advertising and Marketing Management,daytime,1,117.0,1,3,Secondary Education - 12th Year or Eq.,3,"Services, Security, Sellers",110.7,1,0,0,1,male,no,20,0,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,Enrolled
single,39,1,Equinculture,daytime,1,150.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,"Services, Security, Sellers",160.0,1,0,0,1,male,no,24,0,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,Enrolled
single,1,1,Advertising and Marketing Management,daytime,1,95.0,1,37,Basic Education 1st Cycle (4th–5th Year),5,Machine Operators and Assemblers,95.0,0,0,0,0,male,no,21,0,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,Dropout
single,39,1,Management,daytime,1,150.0,1,37,Secondary Education - 12th Year or Eq.,7,Intermediate Level Technicians,148.8,0,0,0,1,male,yes,25,0,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,Graduate
single,39,1,Management,daytime,1,120.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,110.0,0,0,0,0,male,no,32,0,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,43,1,Management (evening attendance),evening,1,136.0,1,3,Master's Degree,2,Intellectual and Scientific Specialists,133.9,0,0,0,0,male,no,26,0,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
single,1,1,Equinculture,daytime,1,133.0,1,2,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,125.7,1,0,0,1,male,yes,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate
single,17,1,Tourism,daytime,1,125.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,Skilled Industry and Construction Workers,116.6,0,0,0,1,male,yes,19,0,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,Graduate
single,1,3,Communication Design,daytime,1,127.0,1,19,Basic Education 2nd Cycle (6th–8th Year),5,Skilled Industry and Construction Workers,141.0,1,0,0,1,male,yes,19,0,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
single,7,1,Informatics Engineering,daytime,40,130.0,1,1,Secondary Education - 12th Year or Eq.,4,Administrative Staff,130.0,0,0,0,1,male,no,27,0,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,Dropout
single,53,1,Agronomy,daytime,1,130.0,1,19,Secondary Education - 12th Year or Eq.,9,Unskilled Workers,130.0,0,0,1,1,male,no,21,0,7,12,20,10,11.8,0,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,Enrolled
single,17,1,Informatics Engineering,daytime,1,127.0,1,19,Secondary Education - 12th Year or Eq.,4,"Services, Security, Sellers",115.8,0,0,0,1,male,no,20,0,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,-0.3,0.79,Enrolled
single,44,1,Communication Design,daytime,39,140.0,1,19,Basic Education 2nd Cycle (6th–8th Year),4,Student,140.0,1,0,0,1,male,no,21,0,0,6,6,6,14.5,0,0,6,8,6,11.333333333333334,0,12.4,0.5,1.79,Graduate
single,1,5,Journalism and Communication,daytime,1,125.0,1,37,Higher Education - Degree,5,Intellectual and Scientific Specialists,126.1,1,0,0,1,male,no,22,0,0,6,10,5,13.4,0,0,6,12,3,10.666666666666666,0,9.4,-0.8,-3.12,Enrolled
single,1,1,Animation and Multimedia Design,daytime,1,135.0,1,1,Basic Education 2nd Cycle (6th–8th Year),5,Skilled Industry and Construction Workers,137.5,1,0,1,0,male,no,19,0,0,0,0,0,13.100296840948086,0,0,0,0,0,13.143524991110894,0,12.7,3.7,-1.7,Graduate
single,17,4,Management,daytime,1,132.0,1,38,Basic Education 3rd Cycle (9th–11th Year),5,"Services, Security, Sellers",120.8,1,0,0,1,male,yes,18,0,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,Dropout
single,39,2,Social Service,daytime,1,110.0,1,19,Secondary Education - 12th Year or Eq.,5,"Services, Security, Sellers",136.5,0,0,0,1,male,no,28,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout
married,39,1,Agronomy,daytime,1,130.0,1,1,Basic Education 1st Cycle (4th–5th Year),9,Legislative/Executive Directors and Managers,122.0,0,0,1,0,male,no,25,0,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,Dropout
single,43,1,Agronomy,daytime,1,130.0,1,37,Secondary Education - 12th Year or Eq.,5,Administrative Staff,130.0,0,0,0,1,male,no,25,0,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,Dropout
single,1,1,Management,daytime,1,135.0,1,38,Basic Education 3rd Cycle (9th–11th Year),9,"Services, Security, Sellers",126.3,0,0,0,1,male,no,18,0,0,5,11,2,13.5,0,0,5,11,3,12.333333333333334,0,8.9,1.4,3.51,Enrolled
single,1,1,Tourism,daytime,1,133.1,1,4,Basic Education 3rd Cycle (9th–11th Year),4,"Services, Security, Sellers",98.0,0,0,0,1,male,no,26,0,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
single,17,3,Management,daytime,1,135.0,1,37,Basic Education 1st Cycle (4th–5th Year),6,"Services, Security, Sellers",121.0,1,0,0,1,male,yes,18,0,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,Graduate
single,43,1,Journalism and Communication,daytime,1,128.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Skilled Industry and Construction Workers,124.2,1,0,0,1,male,no,22,0,0,6,17,3,11.333333333333334,3,0,6,14,3,12.333333333333334,0,15.5,2.8,-4.06,Enrolled
single,39,1,Agronomy,daytime,1,140.0,1,1,Higher Education - Degree,4,"Services, Security, Sellers",130.0,0,0,0,1,male,no,25,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1,2,Journalism and Communication,daytime,1,135.0,1,3,Secondary Education - 12th Year or Eq.,4,Administrative Staff,136.1,1,0,0,1,male,no,19,0,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,Enrolled
single,17,2,Journalism and Communication,daytime,1,131.0,1,3,Basic Education 3rd Cycle (9th–11th Year),2,Intermediate Level Technicians,132.8,1,0,0,1,male,no,19,0,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,Graduate
single,17,1,Nursing,daytime,1,131.0,1,1,Secondary Education - 12th Year or Eq.,5,"Services, Security, Sellers",126.3,0,0,0,1,male,no,19,0,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,Graduate
divorced,39,1,Social Service (evening attendance),evening,19,100.0,1,1,Basic Education 1st Cycle (4th–5th Year),9,Legislative/Executive Directors and Managers,111.5,0,0,0,1,male,no,45,0,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,Dropout
married,39,1,Management (evening attendance),evening,1,140.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,118.2,0,0,0,1,male,no,52,0,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,Graduate
single,1,1,Management,daytime,1,124.0,1,19,Basic Education 3rd Cycle (9th–11th Year),9,Intermediate Level Technicians,115.6,1,0,0,0,male,no,20,0,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,Dropout
single,1,1,Nursing,daytime,1,130.0,1,38,Basic Education 1st Cycle (4th–5th Year),5,Armed Forces Professions,117.8,1,0,0,1,male,no,19,0,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,Graduate
single,1,1,Nursing,daytime,1,142.0,1,1,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,127.0,0,0,1,0,male,no,21,0,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,Dropout
married,39,1,Social Service (evening attendance),evening,1,150.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,140.0,0,0,0,0,male,no,35,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
married,39,1,Animation and Multimedia Design,daytime,12,110.0,1,37,Basic Education 1st Cycle (4th–5th Year),7,Skilled Industry and Construction Workers,106.0,1,0,0,1,male,no,36,0,0,0,0,0,13.100296840948086,0,0,0,0,0,13.143524991110894,0,7.6,2.6,0.32,Graduate
divorced,39,1,Nursing,daytime,19,110.0,1,37,Basic Education 2nd Cycle (6th–8th Year),5,"Services, Security, Sellers",151.0,0,0,1,0,male,no,47,0,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,Dropout
single,18,1,Management (evening attendance),evening,1,112.0,1,43,Higher Education - Degree (1st Cycle),2,Intellectual and Scientific Specialists,106.4,0,0,0,1,male,no,22,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
married,39,1,Management (evening attendance),evening,1,100.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,125.3,1,0,0,1,male,no,41,0,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,Dropout
single,7,1,Informatics Engineering,daytime,3,130.0,1,34,Unknown,90,Other Situation,130.0,0,0,0,1,male,no,26,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
married,39,1,Social Service (evening attendance),evening,1,133.1,1,34,Unknown,90,Other Situation,116.0,0,0,0,0,female,no,51,0,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,Dropout
married,39,2,Management (evening attendance),evening,1,150.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,120.0,0,0,0,1,female,no,43,0,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled
married,39,2,Social Service (evening attendance),evening,1,100.0,1,34,Unknown,0,Student,100.0,1,0,0,1,female,no,41,0,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,Graduate
single,43,2,Management,daytime,1,130.0,1,34,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,118.5,1,0,0,1,male,no,23,0,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,Graduate
single,43,2,Social Service,daytime,1,129.0,1,34,8th Year,0,"Services, Security, Sellers",118.9,1,0,0,1,male,no,22,0,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,17,2,Communication Design,daytime,1,127.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,119.3,1,1,0,1,male,yes,25,0,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,Dropout
single,43,1,Management (evening attendance),evening,1,140.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,135.8,1,0,0,1,male,no,25,0,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,Graduate
single,53,1,Animation and Multimedia Design,daytime,42,130.0,1,1,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,130.0,1,0,0,0,male,yes,22,0,5,12,15,11,12.545454545454543,0,4,11,16,11,12.666666666666666,0,8.9,1.4,3.51,Graduate
single,39,1,Agronomy,daytime,1,133.1,6,1,Secondary Education - 12th Year or Eq.,192,Other Admin Support Staff,129.8,0,0,0,1,male,no,24,1,0,7,7,7,13.571428571428571,0,0,6,9,5,13.4,0,8.9,1.4,3.51,Enrolled
single,39,1,Veterinary Nursing,daytime,2,140.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Armed Forces Professions,150.0,0,0,0,1,male,no,47,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
married,39,1,Management (evening attendance),evening,19,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),5,"Services, Security, Sellers",111.9,1,0,0,1,male,no,41,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
single,39,1,Agronomy,daytime,1,120.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,150.1,1,0,0,1,male,no,43,0,0,6,9,6,14.77777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,Graduate
single,39,1,Agronomy,daytime,1,133.1,1,1,Basic Education 1st Cycle (4th–5th Year),9,Machine Operators and Assemblers,130.0,0,0,0,1,male,no,29,0,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,Dropout
single,39,2,Informatics Engineering,daytime,1,120.0,1,37,Basic Education 1st Cycle (4th–5th Year),5,"Services, Security, Sellers",128.0,0,0,0,1,male,no,30,0,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout
single,39,2,Management,daytime,38,133.1,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,102.5,0,0,0,0,male,no,26,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,39,2,Management (evening attendance),evening,1,133.1,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,102.5,0,0,0,0,male,no,27,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
married,39,2,Advertising and Marketing Management,daytime,1,100.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,110.0,0,0,0,1,male,yes,36,0,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
single,39,1,Agronomy,daytime,19,133.1,1,1,Basic Education 3rd Cycle (9th–11th Year),4,Armed Forces Professions,114.0,0,0,0,1,male,no,29,0,3,9,13,6,11.666666666666666,0,2,7,10,6,10.857142857142858,0,15.5,2.8,-4.06,Dropout
single,42,1,Informatics Engineering,daytime,1,120.0,1,34,Unknown,0,Student,128.2,1,0,0,1,male,no,35,0,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,Dropout
single,1,1,Journalism and Communication,daytime,1,128.0,1,38,Basic Education 2nd Cycle (6th–8th Year),6,Intermediate Level Technicians,116.5,0,0,0,1,male,yes,18,0,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,Graduate
single,1,1,Management (evening attendance),evening,1,172.0,1,38,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,149.3,0,0,0,1,male,yes,24,0,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,Graduate
single,1,3,Journalism and Communication,daytime,1,146.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Skilled Industry and Construction Workers,134.1,1,0,0,1,male,yes,18,0,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,10.8,1.4,1.74,Dropout
single,17,4,Informatics Engineering,daytime,1,135.0,1,38,Basic Education 1st Cycle (4th–5th Year),5,Skilled Industry and Construction Workers,126.6,1,0,0,1,male,no,18,0,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,Enrolled
married,43,1,Veterinary Nursing,daytime,1,160.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,120.0,0,0,0,1,male,no,21,0,0,5,11,0,0.0,2,0,5,11,3,11.666666666666666,1,9.4,-0.8,-3.12,Enrolled
single,42,1,Informatics Engineering,daytime,1,150.0,1,38,Basic Education 1st Cycle (4th–5th Year),5,Machine Operators and Assemblers,133.5,1,0,0,1,male,no,21,0,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,Graduate
single,39,1,Agronomy,daytime,1,130.0,1,1,Higher Education - Degree,2,Farmers and Agricultural Workers,110.0,0,0,0,1,male,no,32,0,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,15.5,2.8,-4.06,Graduate
single,1,4,Informatics Engineering,daytime,1,111.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,"Services, Security, Sellers",107.5,1,0,0,1,male,yes,22,0,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,11.1,0.6,2.02,Dropout
single,7,1,Agronomy,daytime,3,130.0,1,1,Basic Education 2nd Cycle (6th–8th Year),9,Skilled Industry and Construction Workers,130.0,1,0,0,0,male,no,32,0,11,17,31,11,12.727272727272728,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,Dropout
single,43,1,Advertising and Marketing Management,daytime,6,170.0,1,34,Unknown,0,Student,111.6,0,0,0,1,male,no,35,0,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
single,18,3,Management,daytime,1,133.1,1,1,Basic Education 2nd Cycle (6th–8th Year),4,Skilled Industry and Construction Workers,101.0,1,0,0,0,male,no,23,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
single,39,1,Social Service (evening attendance),evening,1,100.0,1,37,Basic Education 1st Cycle (4th–5th Year),6,Farmers and Agricultural Workers,108.3,0,0,0,1,male,no,39,0,0,6,8,5,11.4,0,1,6,12,3,11.0,1,7.6,2.6,0.32,Enrolled
married,43,1,Advertising and Marketing Management,daytime,1,120.0,1,34,Unknown,0,Student,128.2,0,0,0,1,male,no,35,0,0,5,5,0,0.0,0,0,5,5,1,10.0,0,9.4,-0.8,-3.12,Dropout
married,39,1,Agronomy,daytime,3,110.0,1,3,Basic Education 3rd Cycle (9th–11th Year),4,Farmers and Agricultural Workers,150.0,0,0,0,1,male,no,32,0,0,6,8,6,18.875,0,6,12,14,12,17.692307692307693,0,16.2,0.3,-0.92,Graduate
single,1,1,Basic Education,daytime,1,133.1,1,34,Unknown,0,Student,142.8,0,0,0,1,male,no,20,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout
